id=13;time=2016-06-25 17:48:16;t1=19.00;t2=17.81;v=163;milli=3430636;
id=13;time=2016-06-25 17:48:47;t1=18.94;t2=17.81;v=163;milli=3461532;
id=13;time=2016-06-25 17:49:18;t1=18.94;t2=17.88;v=163;milli=3492425;
id=13;time=2016-06-25 17:49:50;t1=18.94;t2=17.81;v=163;milli=3523319;
id=13;time=2016-06-25 17:50:21;t1=18.94;t2=17.81;v=163;milli=3554215;
id=13;time=2016-06-25 17:50:53;t1=18.94;t2=17.81;v=163;milli=3585129;
id=13;time=2016-06-25 17:51:24;t1=18.88;t2=17.81;v=163;milli=3616022;
id=13;time=2016-06-25 17:51:55;t1=18.94;t2=17.88;v=163;milli=3646929;
id=13;time=2016-06-25 17:52:27;t1=18.94;t2=17.88;v=163;milli=3677824;
id=13;time=2016-06-25 17:52:58;t1=18.94;t2=17.88;v=163;milli=3708718;
id=13;time=2016-06-25 17:53:30;t1=18.88;t2=17.94;v=163;milli=3739612;
id=13;time=2016-06-25 17:54:01;t1=18.88;t2=18.00;v=163;milli=3770507;
id=13;time=2016-06-25 17:54:32;t1=18.88;t2=18.06;v=163;milli=3801402;
id=13;time=2016-06-25 17:55:04;t1=18.88;t2=18.13;v=163;milli=3832301;
id=13;time=2016-06-25 17:55:35;t1=18.81;t2=18.19;v=163;milli=3863196;
id=13;time=2016-06-25 17:56:07;t1=18.81;t2=18.25;v=163;milli=3894091;
id=13;time=2016-06-25 17:56:38;t1=18.81;t2=18.38;v=163;milli=3924985;
id=13;time=2016-06-25 17:57:09;t1=18.81;t2=18.50;v=163;milli=3955879;
id=13;time=2016-06-25 17:57:41;t1=18.81;t2=18.63;v=163;milli=3986775;
id=13;time=2016-06-25 17:58:12;t1=18.81;t2=18.69;v=163;milli=4017669;
id=13;time=2016-06-25 17:58:44;t1=18.81;t2=18.75;v=163;milli=4048568;
id=13;time=2016-06-25 17:59:15;t1=18.81;t2=18.81;v=163;milli=4079463;
id=13;time=2016-06-25 17:59:47;t1=18.81;t2=18.81;v=163;milli=4110358;
id=13;time=2016-06-25 18:00:18;t1=18.81;t2=18.88;v=163;milli=4141253;
id=13;time=2016-06-25 18:00:49;t1=18.81;t2=18.88;v=163;milli=4172146;
id=13;time=2016-06-25 18:01:21;t1=18.75;t2=18.88;v=163;milli=4203042;
id=13;time=2016-06-25 18:01:52;t1=18.81;t2=18.88;v=163;milli=4233937;
id=13;time=2016-06-25 18:02:24;t1=18.81;t2=18.88;v=163;milli=4264835;
id=13;time=2016-06-25 18:02:55;t1=18.81;t2=18.88;v=163;milli=4295731;
id=13;time=2016-06-25 18:03:26;t1=18.81;t2=18.88;v=163;milli=4326625;
id=13;time=2016-06-25 18:03:58;t1=18.81;t2=18.88;v=163;milli=4357520;
id=13;time=2016-06-25 18:04:29;t1=18.81;t2=18.81;v=163;milli=4388414;
id=13;time=2016-06-25 18:05:01;t1=18.88;t2=18.75;v=163;milli=4419309;
id=13;time=2016-06-25 18:05:32;t1=18.88;t2=18.69;v=163;milli=4450205;
id=13;time=2016-06-25 18:06:04;t1=18.88;t2=18.69;v=163;milli=4481102;
id=13;time=2016-06-25 18:06:35;t1=18.88;t2=18.63;v=163;milli=4511998;
id=13;time=2016-06-25 18:07:06;t1=18.81;t2=18.63;v=163;milli=4542894;
id=13;time=2016-06-25 18:07:38;t1=18.81;t2=18.63;v=163;milli=4573787;
id=13;time=2016-06-25 18:08:09;t1=18.81;t2=18.69;v=163;milli=4604681;
id=13;time=2016-06-25 18:08:41;t1=18.81;t2=18.69;v=163;milli=4635576;
id=13;time=2016-06-25 18:09:12;t1=18.81;t2=18.69;v=163;milli=4666472;
id=13;time=2016-06-25 18:09:43;t1=18.81;t2=18.69;v=163;milli=4697370;
id=13;time=2016-06-25 18:10:15;t1=18.75;t2=18.63;v=163;milli=4728265;
id=13;time=2016-06-25 18:10:46;t1=18.75;t2=18.63;v=163;milli=4759161;
id=13;time=2016-06-25 18:11:18;t1=18.69;t2=18.56;v=163;milli=4790055;
id=13;time=2016-06-25 18:11:49;t1=18.88;t2=18.56;v=163;milli=4820948;
id=13;time=2016-06-25 18:12:20;t1=18.81;t2=18.56;v=163;milli=4851844;
id=13;time=2016-06-25 18:12:52;t1=18.81;t2=18.50;v=163;milli=4882738;
id=13;time=2016-06-25 18:13:23;t1=18.75;t2=18.50;v=163;milli=4913633;
id=13;time=2016-06-25 18:13:55;t1=18.75;t2=18.50;v=163;milli=4944533;
id=13;time=2016-06-25 18:14:26;t1=18.75;t2=18.44;v=163;milli=4975427;
id=13;time=2016-06-25 18:14:57;t1=18.69;t2=18.44;v=163;milli=5006322;
id=13;time=2016-06-25 18:15:29;t1=18.69;t2=18.44;v=163;milli=5037215;
id=13;time=2016-06-25 18:16:00;t1=18.75;t2=18.44;v=163;milli=5068110;
id=13;time=2016-06-25 18:16:32;t1=18.81;t2=18.44;v=163;milli=5099006;
id=13;time=2016-06-25 18:17:03;t1=18.81;t2=18.44;v=163;milli=5129900;
id=13;time=2016-06-25 18:17:34;t1=18.81;t2=18.44;v=163;milli=5160799;
id=13;time=2016-06-25 18:18:06;t1=18.75;t2=18.44;v=163;milli=5191694;
id=13;time=2016-06-25 18:18:37;t1=18.75;t2=18.38;v=163;milli=5222589;
id=13;time=2016-06-25 18:19:09;t1=18.75;t2=18.38;v=163;milli=5253483;
id=13;time=2016-06-25 18:19:40;t1=18.75;t2=18.38;v=163;milli=5284377;
id=13;time=2016-06-25 18:20:11;t1=18.75;t2=18.44;v=163;milli=5315273;
id=13;time=2016-06-25 18:20:43;t1=18.69;t2=18.44;v=163;milli=5346167;
id=13;time=2016-06-25 18:21:14;t1=18.69;t2=18.44;v=163;milli=5377081;
id=13;time=2016-06-25 18:21:46;t1=18.69;t2=18.44;v=163;milli=5408162;
id=13;time=2016-06-25 18:22:18;t1=18.69;t2=18.50;v=163;milli=5439428;
id=13;time=2016-06-25 18:22:49;t1=18.63;t2=18.56;v=163;milli=5470464;
id=13;time=2016-06-25 18:23:21;t1=18.63;t2=18.56;v=163;milli=5501358;
id=13;time=2016-06-25 18:23:52;t1=18.63;t2=18.63;v=163;milli=5532252;
id=13;time=2016-06-25 18:24:23;t1=18.63;t2=18.69;v=163;milli=5563146;
id=13;time=2016-06-25 18:24:55;t1=18.63;t2=18.75;v=163;milli=5594046;
id=13;time=2016-06-25 18:25:26;t1=18.63;t2=18.81;v=163;milli=5624940;
id=13;time=2016-06-25 18:25:58;t1=18.63;t2=18.88;v=163;milli=5655834;
id=13;time=2016-06-25 18:26:29;t1=18.63;t2=18.94;v=163;milli=5686729;
id=13;time=2016-06-25 18:27:01;t1=18.63;t2=19.00;v=163;milli=5717624;
id=13;time=2016-06-25 18:27:32;t1=18.63;t2=19.06;v=163;milli=5748518;
id=13;time=2016-06-25 18:28:03;t1=18.69;t2=19.06;v=163;milli=5779412;
id=13;time=2016-06-25 18:28:35;t1=18.69;t2=19.13;v=163;milli=5810306;
id=13;time=2016-06-25 18:29:06;t1=18.69;t2=19.13;v=163;milli=5841207;
id=13;time=2016-06-25 18:29:38;t1=18.69;t2=19.06;v=163;milli=5872100;
id=13;time=2016-06-25 18:30:09;t1=18.69;t2=19.06;v=163;milli=5902995;
id=13;time=2016-06-25 18:30:40;t1=18.63;t2=19.06;v=163;milli=5933891;
id=13;time=2016-06-25 18:31:12;t1=18.63;t2=19.06;v=163;milli=5964784;
id=13;time=2016-06-25 18:31:43;t1=18.63;t2=19.06;v=163;milli=5995678;
id=13;time=2016-06-25 18:32:15;t1=18.63;t2=19.00;v=163;milli=6026573;
id=13;time=2016-06-25 18:32:46;t1=18.63;t2=19.00;v=163;milli=6057472;
id=13;time=2016-06-25 18:33:17;t1=18.63;t2=18.94;v=163;milli=6088367;
id=13;time=2016-06-25 18:33:49;t1=18.69;t2=18.81;v=163;milli=6119261;
id=13;time=2016-06-25 18:34:20;t1=18.69;t2=18.75;v=163;milli=6150156;
id=13;time=2016-06-25 18:34:52;t1=18.63;t2=18.69;v=163;milli=6181051;
id=13;time=2016-06-25 18:35:23;t1=18.63;t2=18.63;v=163;milli=6211944;
id=13;time=2016-06-25 18:35:55;t1=18.63;t2=18.56;v=163;milli=6242838;
id=13;time=2016-06-25 18:36:26;t1=18.63;t2=18.50;v=163;milli=6273736;
id=13;time=2016-06-25 18:36:57;t1=18.63;t2=18.44;v=163;milli=6304630;
id=13;time=2016-06-25 18:37:29;t1=18.63;t2=18.38;v=163;milli=6335523;
id=13;time=2016-06-25 18:38:00;t1=18.63;t2=18.31;v=163;milli=6366417;
id=13;time=2016-06-25 18:38:32;t1=18.69;t2=18.25;v=163;milli=6397312;
id=13;time=2016-06-25 18:39:03;t1=18.63;t2=18.19;v=163;milli=6428205;
id=13;time=2016-06-25 18:39:34;t1=18.63;t2=18.13;v=163;milli=6459100;
id=13;time=2016-06-25 18:40:06;t1=18.63;t2=18.06;v=163;milli=6490000;
id=13;time=2016-06-25 18:40:37;t1=18.63;t2=18.00;v=163;milli=6520894;
id=13;time=2016-06-25 18:41:09;t1=18.63;t2=18.00;v=163;milli=6551789;
id=13;time=2016-06-25 18:41:40;t1=18.63;t2=18.00;v=163;milli=6582684;
id=13;time=2016-06-25 18:42:11;t1=18.63;t2=17.94;v=163;milli=6613579;
id=13;time=2016-06-25 18:42:43;t1=18.56;t2=17.94;v=163;milli=6644472;
id=13;time=2016-06-25 18:43:14;t1=18.56;t2=17.94;v=163;milli=6675367;
id=13;time=2016-06-25 18:43:46;t1=18.63;t2=17.88;v=163;milli=6706268;
id=13;time=2016-06-25 18:44:17;t1=18.69;t2=17.88;v=163;milli=6737161;
id=13;time=2016-06-25 18:44:48;t1=18.69;t2=17.88;v=163;milli=6768056;
id=13;time=2016-06-25 18:45:20;t1=18.63;t2=17.81;v=163;milli=6798952;
id=13;time=2016-06-25 18:45:51;t1=18.63;t2=17.88;v=163;milli=6829846;
id=13;time=2016-06-25 18:46:23;t1=18.56;t2=17.88;v=163;milli=6860740;
id=13;time=2016-06-25 18:46:54;t1=18.56;t2=17.88;v=163;milli=6891634;
id=13;time=2016-06-25 18:47:25;t1=18.56;t2=17.88;v=163;milli=6922530;
id=13;time=2016-06-25 18:47:57;t1=18.50;t2=17.88;v=163;milli=6953429;
id=13;time=2016-06-25 18:48:28;t1=18.50;t2=17.88;v=163;milli=6984323;
id=13;time=2016-06-25 18:49:00;t1=18.44;t2=17.88;v=163;milli=7015219;
id=13;time=2016-06-25 18:49:31;t1=18.50;t2=17.81;v=163;milli=7046113;
id=13;time=2016-06-25 18:50:02;t1=18.50;t2=17.81;v=163;milli=7077007;
id=13;time=2016-06-25 18:50:34;t1=18.44;t2=17.75;v=163;milli=7107902;
id=13;time=2016-06-25 18:51:05;t1=18.44;t2=17.75;v=163;milli=7138797;
id=13;time=2016-06-25 18:51:37;t1=18.44;t2=17.69;v=163;milli=7169709;
id=13;time=2016-06-25 18:52:08;t1=18.44;t2=17.69;v=163;milli=7200604;
id=13;time=2016-06-25 18:52:39;t1=18.44;t2=17.63;v=163;milli=7231499;
id=13;time=2016-06-25 18:53:11;t1=18.44;t2=17.69;v=163;milli=7262394;
id=13;time=2016-06-25 18:53:42;t1=18.38;t2=17.63;v=163;milli=7293299;
id=13;time=2016-06-25 18:54:14;t1=18.38;t2=17.69;v=163;milli=7324193;
id=13;time=2016-06-25 18:54:45;t1=18.38;t2=17.69;v=163;milli=7355089;
id=13;time=2016-06-25 18:55:16;t1=18.38;t2=17.69;v=163;milli=7385988;
id=13;time=2016-06-25 18:55:48;t1=18.31;t2=17.69;v=163;milli=7416882;
id=13;time=2016-06-25 18:56:19;t1=18.31;t2=17.69;v=163;milli=7447778;
id=13;time=2016-06-25 18:56:50;t1=18.31;t2=17.69;v=163;milli=7478672;
id=13;time=2016-06-25 18:57:22;t1=18.31;t2=17.69;v=163;milli=7509566;
id=13;time=2016-06-25 18:57:53;t1=18.31;t2=17.69;v=163;milli=7540461;
id=13;time=2016-06-25 18:58:25;t1=18.31;t2=17.75;v=163;milli=7571356;
id=13;time=2016-06-25 18:58:56;t1=18.31;t2=17.75;v=163;milli=7602255;
id=13;time=2016-06-25 18:59:27;t1=18.25;t2=17.75;v=163;milli=7633150;
id=13;time=2016-06-25 18:59:59;t1=18.25;t2=17.81;v=163;milli=7664045;
id=13;time=2016-06-25 19:00:30;t1=18.25;t2=17.81;v=163;milli=7694940;
id=13;time=2016-06-25 19:01:02;t1=18.25;t2=17.81;v=163;milli=7725833;
id=13;time=2016-06-25 19:01:33;t1=18.19;t2=17.81;v=163;milli=7756728;
id=13;time=2016-06-25 19:02:04;t1=18.19;t2=17.81;v=163;milli=7787624;
id=13;time=2016-06-25 19:02:36;t1=18.13;t2=17.81;v=163;milli=7818522;
id=13;time=2016-06-25 19:03:07;t1=18.13;t2=17.81;v=163;milli=7849417;
id=13;time=2016-06-25 19:03:39;t1=18.06;t2=17.81;v=163;milli=7880312;
id=13;time=2016-06-25 19:04:10;t1=18.06;t2=17.81;v=163;milli=7911207;
id=13;time=2016-06-25 19:04:41;t1=18.06;t2=17.81;v=163;milli=7942101;
id=13;time=2016-06-25 19:05:13;t1=18.06;t2=17.81;v=163;milli=7972995;
id=13;time=2016-06-25 19:05:44;t1=18.06;t2=17.75;v=163;milli=8003891;
id=13;time=2016-06-25 19:06:16;t1=18.00;t2=17.75;v=163;milli=8034785;
id=13;time=2016-06-25 19:06:47;t1=18.00;t2=17.75;v=163;milli=8065685;
id=13;time=2016-06-25 19:07:18;t1=18.00;t2=17.69;v=163;milli=8096580;
id=13;time=2016-06-25 19:07:50;t1=18.00;t2=17.69;v=163;milli=8127474;
id=13;time=2016-06-25 19:08:21;t1=18.00;t2=17.69;v=163;milli=8158368;
id=13;time=2016-06-25 19:08:52;t1=18.00;t2=17.69;v=163;milli=8189264;
id=13;time=2016-06-25 19:09:24;t1=18.00;t2=17.75;v=163;milli=8220159;
id=13;time=2016-06-25 19:09:55;t1=18.00;t2=17.75;v=163;milli=8251053;
id=13;time=2016-06-25 19:10:27;t1=17.94;t2=17.81;v=163;milli=8281952;
id=13;time=2016-06-25 19:10:58;t1=18.00;t2=17.81;v=163;milli=8312848;
id=13;time=2016-06-25 19:11:29;t1=17.94;t2=17.88;v=163;milli=8343741;
id=13;time=2016-06-25 19:12:01;t1=17.94;t2=17.94;v=163;milli=8374634;
id=13;time=2016-06-25 19:12:32;t1=17.94;t2=18.00;v=163;milli=8405530;
id=13;time=2016-06-25 19:13:04;t1=17.94;t2=18.06;v=163;milli=8436425;
id=13;time=2016-06-25 19:13:35;t1=17.94;t2=18.06;v=163;milli=8467319;
id=13;time=2016-06-25 19:14:06;t1=17.94;t2=18.13;v=163;milli=8498219;
id=13;time=2016-06-25 19:14:38;t1=17.94;t2=18.13;v=163;milli=8529114;
id=13;time=2016-06-25 19:15:09;t1=17.94;t2=18.19;v=163;milli=8560008;
id=13;time=2016-06-25 19:15:41;t1=17.94;t2=18.19;v=163;milli=8590902;
id=13;time=2016-06-25 19:16:12;t1=17.94;t2=18.19;v=163;milli=8621797;
id=13;time=2016-06-25 19:16:43;t1=17.94;t2=18.13;v=163;milli=8652693;
id=13;time=2016-06-25 19:17:15;t1=17.94;t2=18.06;v=163;milli=8683586;
id=13;time=2016-06-25 19:17:46;t1=17.94;t2=18.00;v=163;milli=8714486;
id=13;time=2016-06-25 19:18:18;t1=17.94;t2=18.00;v=163;milli=8745382;
id=13;time=2016-06-25 19:18:49;t1=17.94;t2=17.94;v=163;milli=8776276;
id=13;time=2016-06-25 19:19:20;t1=17.94;t2=17.94;v=163;milli=8807170;
id=13;time=2016-06-25 19:19:52;t1=17.94;t2=17.94;v=163;milli=8838064;
id=13;time=2016-06-25 19:20:23;t1=17.94;t2=17.88;v=163;milli=8868960;
id=13;time=2016-06-25 19:20:55;t1=17.94;t2=17.88;v=163;milli=8899855;
id=13;time=2016-06-25 19:21:26;t1=17.94;t2=17.81;v=163;milli=8930767;
id=13;time=2016-06-25 19:21:57;t1=17.88;t2=17.75;v=163;milli=8961662;
id=13;time=2016-06-25 19:22:29;t1=17.88;t2=17.75;v=163;milli=8992556;
id=13;time=2016-06-25 19:23:00;t1=17.88;t2=17.69;v=163;milli=9023449;
id=13;time=2016-06-25 19:23:32;t1=17.88;t2=17.69;v=163;milli=9054345;
id=13;time=2016-06-25 19:24:03;t1=17.88;t2=17.75;v=163;milli=9085240;
id=13;time=2016-06-25 19:24:34;t1=17.88;t2=17.75;v=163;milli=9116134;
id=13;time=2016-06-25 19:25:06;t1=17.81;t2=17.75;v=163;milli=9147028;
id=13;time=2016-06-25 19:25:37;t1=17.88;t2=17.75;v=163;milli=9177928;
id=13;time=2016-06-25 19:26:09;t1=17.81;t2=17.75;v=163;milli=9208823;
id=13;time=2016-06-25 19:26:40;t1=17.81;t2=17.81;v=163;milli=9239717;
id=13;time=2016-06-25 19:27:11;t1=17.81;t2=17.81;v=163;milli=9270611;
id=13;time=2016-06-25 19:27:43;t1=17.81;t2=17.88;v=163;milli=9301507;
id=13;time=2016-06-25 19:28:14;t1=17.75;t2=17.88;v=163;milli=9332401;
id=13;time=2016-06-25 19:28:46;t1=17.75;t2=17.94;v=163;milli=9363295;
id=13;time=2016-06-25 19:29:17;t1=17.75;t2=18.00;v=163;milli=9394205;
id=13;time=2016-06-25 19:29:48;t1=17.75;t2=18.06;v=163;milli=9425099;
id=13;time=2016-06-25 19:30:20;t1=17.75;t2=18.06;v=163;milli=9455993;
id=13;time=2016-06-25 19:30:51;t1=17.75;t2=18.13;v=163;milli=9486888;
id=13;time=2016-06-25 19:31:23;t1=17.75;t2=18.13;v=163;milli=9517783;
id=13;time=2016-06-25 19:31:54;t1=17.69;t2=18.13;v=163;milli=9548678;
id=13;time=2016-06-25 19:32:25;t1=17.69;t2=18.13;v=163;milli=9579571;
