id=13;time=2016-06-25 23:23:01;t1=14.31;t2=15.00;v=163;milli=23205024;
id=13;time=2016-06-25 23:23:32;t1=14.31;t2=15.00;v=163;milli=23235925;
id=13;time=2016-06-25 23:24:03;t1=14.31;t2=15.00;v=163;milli=23266822;
id=13;time=2016-06-25 23:24:35;t1=14.25;t2=15.00;v=163;milli=23297717;
id=13;time=2016-06-25 23:25:06;t1=14.25;t2=15.00;v=163;milli=23328612;
id=13;time=2016-06-25 23:25:37;t1=14.25;t2=15.00;v=163;milli=23359509;
id=13;time=2016-06-25 23:26:09;t1=14.25;t2=15.00;v=163;milli=23390405;
id=13;time=2016-06-25 23:26:40;t1=14.25;t2=15.00;v=163;milli=23421300;
id=13;time=2016-06-25 23:27:11;t1=14.25;t2=15.00;v=163;milli=23452210;
id=13;time=2016-06-25 23:27:43;t1=14.25;t2=15.00;v=163;milli=23483105;
id=13;time=2016-06-25 23:28:14;t1=14.25;t2=15.00;v=163;milli=23514001;
id=13;time=2016-06-25 23:28:46;t1=14.25;t2=15.00;v=163;milli=23544897;
id=13;time=2016-06-25 23:29:17;t1=14.25;t2=15.00;v=163;milli=23575792;
id=13;time=2016-06-25 23:29:48;t1=14.25;t2=14.94;v=163;milli=23606689;
id=13;time=2016-06-25 23:30:20;t1=14.25;t2=14.94;v=163;milli=23637585;
id=13;time=2016-06-25 23:30:51;t1=14.25;t2=14.94;v=163;milli=23668485;
id=13;time=2016-06-25 23:31:22;t1=14.25;t2=14.94;v=163;milli=23699381;
id=13;time=2016-06-25 23:31:54;t1=14.25;t2=14.94;v=163;milli=23730277;
id=13;time=2016-06-25 23:32:25;t1=14.25;t2=14.94;v=163;milli=23761171;
id=13;time=2016-06-25 23:32:56;t1=14.25;t2=14.88;v=163;milli=23792067;
id=13;time=2016-06-25 23:33:28;t1=14.25;t2=14.88;v=163;milli=23822963;
id=13;time=2016-06-25 23:33:59;t1=14.25;t2=14.88;v=163;milli=23853859;
id=13;time=2016-06-25 23:34:30;t1=14.25;t2=14.94;v=163;milli=23884754;
id=13;time=2016-06-25 23:35:02;t1=14.19;t2=14.88;v=163;milli=23915655;
id=13;time=2016-06-25 23:35:33;t1=14.19;t2=14.88;v=163;milli=23946551;
id=13;time=2016-06-25 23:36:04;t1=14.19;t2=14.88;v=163;milli=23977446;
id=13;time=2016-06-25 23:36:36;t1=14.19;t2=14.88;v=163;milli=24008342;
id=13;time=2016-06-25 23:37:07;t1=14.19;t2=14.88;v=163;milli=24039239;
id=13;time=2016-06-25 23:37:39;t1=14.19;t2=14.88;v=163;milli=24070134;
id=13;time=2016-06-25 23:38:10;t1=14.19;t2=14.88;v=163;milli=24101029;
id=13;time=2016-06-25 23:38:41;t1=14.19;t2=14.88;v=163;milli=24131930;
id=13;time=2016-06-25 23:39:13;t1=14.19;t2=14.81;v=163;milli=24162825;
id=13;time=2016-06-25 23:39:44;t1=14.19;t2=14.88;v=163;milli=24193721;
id=13;time=2016-06-25 23:40:15;t1=14.19;t2=14.88;v=163;milli=24224617;
id=13;time=2016-06-25 23:40:47;t1=14.19;t2=14.88;v=163;milli=24255513;
id=13;time=2016-06-25 23:41:18;t1=14.19;t2=14.88;v=163;milli=24286409;
id=13;time=2016-06-25 23:41:49;t1=14.19;t2=14.88;v=163;milli=24317305;
id=13;time=2016-06-25 23:42:21;t1=14.19;t2=14.88;v=163;milli=24348205;
id=13;time=2016-06-25 23:42:52;t1=14.13;t2=14.88;v=163;milli=24379101;
id=13;time=2016-06-25 23:43:23;t1=14.19;t2=14.88;v=163;milli=24409995;
id=13;time=2016-06-25 23:43:55;t1=14.19;t2=14.94;v=163;milli=24440892;
id=13;time=2016-06-25 23:44:26;t1=14.13;t2=14.94;v=163;milli=24471789;
id=13;time=2016-06-25 23:44:57;t1=14.13;t2=14.94;v=163;milli=24502684;
id=13;time=2016-06-25 23:45:29;t1=14.13;t2=14.94;v=163;milli=24533579;
id=13;time=2016-06-25 23:46:00;t1=14.13;t2=15.00;v=163;milli=24564481;
id=13;time=2016-06-25 23:46:32;t1=14.13;t2=15.00;v=163;milli=24595375;
id=13;time=2016-06-25 23:47:03;t1=14.13;t2=14.94;v=163;milli=24626271;
id=13;time=2016-06-25 23:47:34;t1=14.13;t2=15.00;v=163;milli=24657167;
id=13;time=2016-06-25 23:48:06;t1=14.13;t2=15.00;v=163;milli=24688063;
id=13;time=2016-06-25 23:48:37;t1=14.06;t2=15.00;v=163;milli=24718959;
id=13;time=2016-06-25 23:49:08;t1=14.13;t2=15.00;v=163;milli=24749865;
id=13;time=2016-06-25 23:49:40;t1=14.06;t2=15.00;v=163;milli=24780781;
id=13;time=2016-06-25 23:50:11;t1=14.06;t2=15.00;v=163;milli=24811676;
id=13;time=2016-06-25 23:50:42;t1=14.06;t2=15.00;v=163;milli=24842572;
id=13;time=2016-06-25 23:51:14;t1=14.06;t2=15.00;v=163;milli=24873468;
id=13;time=2016-06-25 23:51:45;t1=14.06;t2=15.00;v=163;milli=24904364;
id=13;time=2016-06-25 23:52:16;t1=14.06;t2=15.00;v=163;milli=24935260;
id=13;time=2016-06-25 23:52:48;t1=14.06;t2=15.00;v=163;milli=24966154;
id=13;time=2016-06-25 23:53:19;t1=14.06;t2=15.00;v=163;milli=24997056;
id=13;time=2016-06-25 23:53:50;t1=14.06;t2=15.00;v=163;milli=25027952;
id=13;time=2016-06-25 23:54:22;t1=14.06;t2=15.00;v=163;milli=25058846;
id=13;time=2016-06-25 23:54:53;t1=14.00;t2=15.00;v=163;milli=25089743;
id=13;time=2016-06-25 23:55:24;t1=14.06;t2=15.00;v=163;milli=25120639;
id=13;time=2016-06-25 23:55:56;t1=14.06;t2=15.00;v=163;milli=25151534;
id=13;time=2016-06-25 23:56:27;t1=14.06;t2=14.94;v=163;milli=25182430;
id=13;time=2016-06-25 23:56:59;t1=14.06;t2=14.88;v=163;milli=25213331;
id=13;time=2016-06-25 23:57:30;t1=14.06;t2=14.88;v=163;milli=25244226;
id=13;time=2016-06-25 23:58:01;t1=14.06;t2=14.88;v=163;milli=25275121;
id=13;time=2016-06-25 23:58:33;t1=14.06;t2=14.88;v=163;milli=25306017;
id=13;time=2016-06-25 23:59:04;t1=14.06;t2=14.88;v=163;milli=25336914;
id=13;time=2016-06-25 23:59:35;t1=14.06;t2=14.88;v=163;milli=25367810;
id=13;time=2016-06-26 00:00:07;t1=14.06;t2=14.88;v=163;milli=25398704;
id=13;time=2016-06-26 00:00:38;t1=14.06;t2=14.94;v=163;milli=25429605;
id=13;time=2016-06-26 00:01:09;t1=14.06;t2=14.88;v=163;milli=25460501;
id=13;time=2016-06-26 00:01:41;t1=14.06;t2=14.88;v=163;milli=25491395;
id=13;time=2016-06-26 00:02:12;t1=14.06;t2=14.88;v=163;milli=25522292;
id=13;time=2016-06-26 00:02:43;t1=14.06;t2=14.88;v=163;milli=25553189;
id=13;time=2016-06-26 00:03:15;t1=14.06;t2=14.81;v=163;milli=25584084;
id=13;time=2016-06-26 00:03:46;t1=14.06;t2=14.81;v=163;milli=25614980;
id=13;time=2016-06-26 00:04:17;t1=14.06;t2=14.81;v=163;milli=25645881;
id=13;time=2016-06-26 00:04:49;t1=14.06;t2=14.88;v=163;milli=25676776;
id=13;time=2016-06-26 00:05:20;t1=14.06;t2=14.88;v=163;milli=25707672;
id=13;time=2016-06-26 00:05:52;t1=14.06;t2=14.81;v=163;milli=25738567;
id=13;time=2016-06-26 00:06:23;t1=14.06;t2=14.81;v=163;milli=25769464;
id=13;time=2016-06-26 00:06:54;t1=14.06;t2=14.81;v=163;milli=25800360;
id=13;time=2016-06-26 00:07:26;t1=14.06;t2=14.81;v=163;milli=25831255;
id=13;time=2016-06-26 00:07:57;t1=14.06;t2=14.81;v=163;milli=25862151;
id=13;time=2016-06-26 00:08:28;t1=14.06;t2=14.88;v=163;milli=25893052;
id=13;time=2016-06-26 00:09:00;t1=14.06;t2=14.88;v=163;milli=25923947;
id=13;time=2016-06-26 00:09:31;t1=14.06;t2=14.81;v=163;milli=25954843;
id=13;time=2016-06-26 00:10:02;t1=14.06;t2=14.88;v=163;milli=25985739;
id=13;time=2016-06-26 00:10:34;t1=14.06;t2=14.88;v=163;milli=26016635;
id=13;time=2016-06-26 00:11:05;t1=14.06;t2=14.88;v=163;milli=26047531;
id=13;time=2016-06-26 00:11:36;t1=14.06;t2=14.88;v=163;milli=26078426;
id=13;time=2016-06-26 00:12:08;t1=14.06;t2=14.88;v=163;milli=26109328;
id=13;time=2016-06-26 00:12:39;t1=14.06;t2=14.94;v=163;milli=26140223;
id=13;time=2016-06-26 00:13:10;t1=14.06;t2=14.94;v=163;milli=26171119;
id=13;time=2016-06-26 00:13:42;t1=14.06;t2=14.94;v=163;milli=26202015;
id=13;time=2016-06-26 00:14:13;t1=14.06;t2=14.94;v=163;milli=26232911;
id=13;time=2016-06-26 00:14:45;t1=14.06;t2=14.94;v=163;milli=26263806;
id=13;time=2016-06-26 00:15:16;t1=14.06;t2=14.94;v=163;milli=26294702;
id=13;time=2016-06-26 00:15:47;t1=14.06;t2=14.94;v=163;milli=26325603;
id=13;time=2016-06-26 00:16:19;t1=14.06;t2=14.94;v=163;milli=26356498;
id=13;time=2016-06-26 00:16:50;t1=14.06;t2=14.94;v=163;milli=26387394;
id=13;time=2016-06-26 00:17:21;t1=14.06;t2=14.94;v=163;milli=26418290;
id=13;time=2016-06-26 00:17:53;t1=14.06;t2=15.00;v=163;milli=26449186;
id=13;time=2016-06-26 00:18:24;t1=14.06;t2=15.00;v=163;milli=26480081;
id=13;time=2016-06-26 00:18:55;t1=14.06;t2=15.00;v=163;milli=26510977;
id=13;time=2016-06-26 00:19:27;t1=14.06;t2=14.94;v=163;milli=26541893;
id=13;time=2016-06-26 00:19:58;t1=14.06;t2=15.00;v=163;milli=26572788;
id=13;time=2016-06-26 00:20:29;t1=14.00;t2=15.00;v=163;milli=26603685;
id=13;time=2016-06-26 00:21:01;t1=14.00;t2=15.00;v=163;milli=26634581;
id=13;time=2016-06-26 00:21:32;t1=14.00;t2=15.00;v=163;milli=26665476;
id=13;time=2016-06-26 00:22:03;t1=14.00;t2=14.94;v=163;milli=26696371;
id=13;time=2016-06-26 00:22:35;t1=14.00;t2=15.00;v=163;milli=26727267;
id=13;time=2016-06-26 00:23:06;t1=14.00;t2=14.94;v=163;milli=26758168;
id=13;time=2016-06-26 00:23:38;t1=14.00;t2=14.94;v=163;milli=26789063;
id=13;time=2016-06-26 00:24:09;t1=14.00;t2=14.94;v=163;milli=26819958;
id=13;time=2016-06-26 00:24:40;t1=14.00;t2=14.94;v=163;milli=26850855;
id=13;time=2016-06-26 00:25:12;t1=14.00;t2=14.94;v=163;milli=26881749;
id=13;time=2016-06-26 00:25:43;t1=14.00;t2=14.94;v=163;milli=26912645;
id=13;time=2016-06-26 00:26:14;t1=14.00;t2=14.94;v=163;milli=26943539;
id=13;time=2016-06-26 00:26:46;t1=14.00;t2=14.88;v=163;milli=26974440;
id=13;time=2016-06-26 00:27:17;t1=14.00;t2=14.88;v=163;milli=27005336;
id=13;time=2016-06-26 00:27:48;t1=14.00;t2=14.88;v=163;milli=27036232;
id=13;time=2016-06-26 00:28:20;t1=14.00;t2=14.81;v=163;milli=27067128;
id=13;time=2016-06-26 00:28:51;t1=14.00;t2=14.88;v=163;milli=27098023;
id=13;time=2016-06-26 00:29:22;t1=14.00;t2=14.81;v=163;milli=27128919;
id=13;time=2016-06-26 00:29:54;t1=14.00;t2=14.81;v=163;milli=27159816;
id=13;time=2016-06-26 00:30:25;t1=14.00;t2=14.81;v=163;milli=27190716;
id=13;time=2016-06-26 00:30:56;t1=14.00;t2=14.81;v=163;milli=27221612;
id=13;time=2016-06-26 00:31:28;t1=14.00;t2=14.75;v=163;milli=27252509;
id=13;time=2016-06-26 00:31:59;t1=14.06;t2=14.75;v=163;milli=27283403;
id=13;time=2016-06-26 00:32:31;t1=14.00;t2=14.75;v=163;milli=27314299;
id=13;time=2016-06-26 00:33:02;t1=14.00;t2=14.75;v=163;milli=27345196;
id=13;time=2016-06-26 00:33:33;t1=14.00;t2=14.75;v=163;milli=27376092;
id=13;time=2016-06-26 00:34:05;t1=14.00;t2=14.75;v=163;milli=27406992;
id=13;time=2016-06-26 00:34:36;t1=14.00;t2=14.75;v=163;milli=27437889;
id=13;time=2016-06-26 00:35:07;t1=14.00;t2=14.75;v=163;milli=27468784;
id=13;time=2016-06-26 00:35:39;t1=14.00;t2=14.75;v=163;milli=27499680;
id=13;time=2016-06-26 00:36:10;t1=14.00;t2=14.75;v=163;milli=27530576;
id=13;time=2016-06-26 00:36:41;t1=14.00;t2=14.75;v=163;milli=27561471;
id=13;time=2016-06-26 00:37:13;t1=14.00;t2=14.75;v=163;milli=27592368;
id=13;time=2016-06-26 00:37:44;t1=14.00;t2=14.69;v=163;milli=27623269;
id=13;time=2016-06-26 00:38:15;t1=14.00;t2=14.69;v=163;milli=27654164;
id=13;time=2016-06-26 00:38:47;t1=14.00;t2=14.63;v=163;milli=27685061;
id=13;time=2016-06-26 00:39:18;t1=14.00;t2=14.63;v=163;milli=27715956;
id=13;time=2016-06-26 00:39:49;t1=13.94;t2=14.69;v=163;milli=27746852;
id=13;time=2016-06-26 00:40:21;t1=14.00;t2=14.69;v=163;milli=27777748;
id=13;time=2016-06-26 00:40:52;t1=14.00;t2=14.69;v=163;milli=27808644;
id=13;time=2016-06-26 00:41:24;t1=14.00;t2=14.69;v=163;milli=27839540;
id=13;time=2016-06-26 00:41:55;t1=14.00;t2=14.69;v=163;milli=27870441;
id=13;time=2016-06-26 00:42:26;t1=14.00;t2=14.69;v=163;milli=27901337;
id=13;time=2016-06-26 00:42:58;t1=14.00;t2=14.63;v=163;milli=27932233;
id=13;time=2016-06-26 00:43:29;t1=14.00;t2=14.63;v=163;milli=27963128;
id=13;time=2016-06-26 00:44:00;t1=14.00;t2=14.63;v=163;milli=27994024;
id=13;time=2016-06-26 00:44:32;t1=14.00;t2=14.63;v=163;milli=28024921;
id=13;time=2016-06-26 00:45:03;t1=14.00;t2=14.69;v=163;milli=28055816;
id=13;time=2016-06-26 00:45:34;t1=14.00;t2=14.69;v=163;milli=28086717;
id=13;time=2016-06-26 00:46:06;t1=14.00;t2=14.63;v=163;milli=28117614;
id=13;time=2016-06-26 00:46:37;t1=14.00;t2=14.63;v=163;milli=28148509;
id=13;time=2016-06-26 00:47:08;t1=14.00;t2=14.63;v=163;milli=28179404;
id=13;time=2016-06-26 00:47:40;t1=14.00;t2=14.63;v=163;milli=28210301;
id=13;time=2016-06-26 00:48:11;t1=14.00;t2=14.63;v=163;milli=28241197;
id=13;time=2016-06-26 00:48:42;t1=14.00;t2=14.56;v=163;milli=28272093;
id=13;time=2016-06-26 00:49:14;t1=14.00;t2=14.50;v=163;milli=28303010;
id=13;time=2016-06-26 00:49:45;t1=14.00;t2=14.50;v=163;milli=28333907;
id=13;time=2016-06-26 00:50:17;t1=14.00;t2=14.50;v=163;milli=28364802;
id=13;time=2016-06-26 00:50:48;t1=14.00;t2=14.50;v=163;milli=28395708;
id=13;time=2016-06-26 00:51:19;t1=14.00;t2=14.50;v=163;milli=28426605;
id=13;time=2016-06-26 00:51:51;t1=14.00;t2=14.44;v=163;milli=28457501;
id=13;time=2016-06-26 00:52:22;t1=14.00;t2=14.44;v=163;milli=28488396;
id=13;time=2016-06-26 00:52:53;t1=14.00;t2=14.44;v=163;milli=28519297;
id=13;time=2016-06-26 00:53:25;t1=14.00;t2=14.50;v=163;milli=28550193;
id=13;time=2016-06-26 00:53:56;t1=14.00;t2=14.50;v=163;milli=28581089;
id=13;time=2016-06-26 00:54:27;t1=14.00;t2=14.50;v=163;milli=28611984;
id=13;time=2016-06-26 00:54:59;t1=14.00;t2=14.56;v=163;milli=28642880;
id=13;time=2016-06-26 00:55:30;t1=13.94;t2=14.56;v=163;milli=28673777;
id=13;time=2016-06-26 00:56:01;t1=14.00;t2=14.56;v=163;milli=28704672;
id=13;time=2016-06-26 00:56:33;t1=14.00;t2=14.56;v=163;milli=28735573;
id=13;time=2016-06-26 00:57:04;t1=14.00;t2=14.63;v=163;milli=28766469;
id=13;time=2016-06-26 00:57:35;t1=14.00;t2=14.63;v=163;milli=28797364;
id=13;time=2016-06-26 00:58:07;t1=14.00;t2=14.63;v=163;milli=28828260;
id=13;time=2016-06-26 00:58:38;t1=14.00;t2=14.63;v=163;milli=28859157;
id=13;time=2016-06-26 00:59:10;t1=14.00;t2=14.63;v=163;milli=28890052;
id=13;time=2016-06-26 00:59:41;t1=14.00;t2=14.63;v=163;milli=28920948;
id=13;time=2016-06-26 01:00:12;t1=14.00;t2=14.63;v=163;milli=28951849;
id=13;time=2016-06-26 01:00:44;t1=14.00;t2=14.63;v=163;milli=28982745;
id=13;time=2016-06-26 01:01:15;t1=14.00;t2=14.56;v=163;milli=29013641;
id=13;time=2016-06-26 01:01:46;t1=13.94;t2=14.56;v=163;milli=29044537;
id=13;time=2016-06-26 01:02:18;t1=14.00;t2=14.56;v=163;milli=29075432;
id=13;time=2016-06-26 01:02:49;t1=14.00;t2=14.63;v=163;milli=29106329;
id=13;time=2016-06-26 01:03:20;t1=14.00;t2=14.63;v=163;milli=29137224;
id=13;time=2016-06-26 01:03:52;t1=13.94;t2=14.56;v=163;milli=29168125;
id=13;time=2016-06-26 01:04:23;t1=14.00;t2=14.56;v=163;milli=29199022;
id=13;time=2016-06-26 01:04:54;t1=13.94;t2=14.56;v=163;milli=29229917;
id=13;time=2016-06-26 01:05:26;t1=13.94;t2=14.56;v=163;milli=29260812;
id=13;time=2016-06-26 01:05:57;t1=14.00;t2=14.63;v=163;milli=29291709;
id=13;time=2016-06-26 01:06:28;t1=13.94;t2=14.63;v=163;milli=29322605;
id=13;time=2016-06-26 01:07:00;t1=14.00;t2=14.63;v=163;milli=29353501;
id=13;time=2016-06-26 01:07:31;t1=14.00;t2=14.56;v=163;milli=29384402;
id=13;time=2016-06-26 01:08:03;t1=14.00;t2=14.56;v=163;milli=29415298;
id=13;time=2016-06-26 01:08:34;t1=14.00;t2=14.50;v=163;milli=29446194;
id=13;time=2016-06-26 01:09:05;t1=14.00;t2=14.50;v=163;milli=29477088;
id=13;time=2016-06-26 01:09:37;t1=13.94;t2=14.50;v=163;milli=29507985;
id=13;time=2016-06-26 01:10:08;t1=14.00;t2=14.50;v=163;milli=29538882;
id=13;time=2016-06-26 01:10:39;t1=14.00;t2=14.56;v=163;milli=29569777;
id=13;time=2016-06-26 01:11:11;t1=13.94;t2=14.56;v=163;milli=29600678;
id=13;time=2016-06-26 01:11:42;t1=13.94;t2=14.56;v=163;milli=29631574;
id=13;time=2016-06-26 01:12:13;t1=14.00;t2=14.50;v=163;milli=29662469;
id=13;time=2016-06-26 01:12:45;t1=13.94;t2=14.50;v=163;milli=29693365;
id=13;time=2016-06-26 01:13:16;t1=13.94;t2=14.50;v=163;milli=29724261;
id=13;time=2016-06-26 01:13:47;t1=13.94;t2=14.50;v=163;milli=29755157;
id=13;time=2016-06-26 01:14:19;t1=13.94;t2=14.56;v=163;milli=29786053;
id=13;time=2016-06-26 01:14:50;t1=13.94;t2=14.56;v=163;milli=29816948;
id=13;time=2016-06-26 01:15:21;t1=13.94;t2=14.56;v=163;milli=29847849;
id=13;time=2016-06-26 01:15:53;t1=14.00;t2=14.50;v=163;milli=29878745;
id=13;time=2016-06-26 01:16:24;t1=13.94;t2=14.50;v=163;milli=29909639;
id=13;time=2016-06-26 01:16:56;t1=14.00;t2=14.50;v=163;milli=29940536;
id=13;time=2016-06-26 01:17:27;t1=14.00;t2=14.50;v=163;milli=29971433;
id=13;time=2016-06-26 01:17:58;t1=14.00;t2=14.56;v=163;milli=30002328;
id=13;time=2016-06-26 01:18:30;t1=14.00;t2=14.50;v=163;milli=30033224;
id=13;time=2016-06-26 01:19:01;t1=14.00;t2=14.50;v=163;milli=30064147;
id=13;time=2016-06-26 01:19:32;t1=13.94;t2=14.56;v=163;milli=30095043;
id=13;time=2016-06-26 01:20:04;t1=14.00;t2=14.56;v=163;milli=30125937;
id=13;time=2016-06-26 01:20:35;t1=14.00;t2=14.56;v=163;milli=30156834;
id=13;time=2016-06-26 01:21:06;t1=13.94;t2=14.56;v=163;milli=30187731;
id=13;time=2016-06-26 01:21:38;t1=13.94;t2=14.56;v=163;milli=30218626;
id=13;time=2016-06-26 01:22:09;t1=13.94;t2=14.56;v=163;milli=30249521;
id=13;time=2016-06-26 01:22:40;t1=14.00;t2=14.63;v=163;milli=30280423;
id=13;time=2016-06-26 01:23:12;t1=14.00;t2=14.63;v=163;milli=30311318;
id=13;time=2016-06-26 01:23:43;t1=14.00;t2=14.56;v=163;milli=30342213;
id=13;time=2016-06-26 01:24:14;t1=13.94;t2=14.56;v=163;milli=30373109;
id=13;time=2016-06-26 01:24:46;t1=13.94;t2=14.56;v=163;milli=30404006;
id=13;time=2016-06-26 01:25:17;t1=13.94;t2=14.56;v=163;milli=30434902;
id=13;time=2016-06-26 01:25:49;t1=13.94;t2=14.56;v=163;milli=30465797;
id=13;time=2016-06-26 01:26:20;t1=13.94;t2=14.56;v=163;milli=30496698;
id=13;time=2016-06-26 01:26:51;t1=13.94;t2=14.56;v=163;milli=30527594;
id=13;time=2016-06-26 01:27:23;t1=13.94;t2=14.56;v=163;milli=30558489;
id=13;time=2016-06-26 01:27:54;t1=13.94;t2=14.56;v=163;milli=30589386;
id=13;time=2016-06-26 01:28:25;t1=13.94;t2=14.56;v=163;milli=30620282;
id=13;time=2016-06-26 01:28:57;t1=13.94;t2=14.56;v=163;milli=30651177;
id=13;time=2016-06-26 01:29:28;t1=13.94;t2=14.56;v=163;milli=30682073;
id=13;time=2016-06-26 01:29:59;t1=13.94;t2=14.56;v=163;milli=30712974;
id=13;time=2016-06-26 01:30:31;t1=13.88;t2=14.56;v=163;milli=30743869;
id=13;time=2016-06-26 01:31:02;t1=13.88;t2=14.56;v=163;milli=30774765;
id=13;time=2016-06-26 01:31:33;t1=13.88;t2=14.56;v=163;milli=30805661;
id=13;time=2016-06-26 01:32:05;t1=13.88;t2=14.56;v=163;milli=30836557;
id=13;time=2016-06-26 01:32:36;t1=13.94;t2=14.56;v=163;milli=30867453;
id=13;time=2016-06-26 01:33:07;t1=13.88;t2=14.56;v=163;milli=30898348;
id=13;time=2016-06-26 01:33:39;t1=13.88;t2=14.56;v=163;milli=30929250;
id=13;time=2016-06-26 01:34:10;t1=13.88;t2=14.56;v=163;milli=30960145;
id=13;time=2016-06-26 01:34:41;t1=13.88;t2=14.56;v=163;milli=30991040;
id=13;time=2016-06-26 01:35:13;t1=13.88;t2=14.56;v=163;milli=31021936;
id=13;time=2016-06-26 01:35:44;t1=13.88;t2=14.50;v=163;milli=31052832;
id=13;time=2016-06-26 01:36:16;t1=13.88;t2=14.56;v=163;milli=31083728;
id=13;time=2016-06-26 01:36:47;t1=13.88;t2=14.50;v=163;milli=31114624;
id=13;time=2016-06-26 01:37:18;t1=13.88;t2=14.50;v=163;milli=31145525;
id=13;time=2016-06-26 01:37:50;t1=13.88;t2=14.50;v=163;milli=31176420;
id=13;time=2016-06-26 01:38:21;t1=13.88;t2=14.44;v=163;milli=31207316;
id=13;time=2016-06-26 01:38:52;t1=13.88;t2=14.50;v=163;milli=31238212;
id=13;time=2016-06-26 01:39:24;t1=13.88;t2=14.50;v=163;milli=31269108;
id=13;time=2016-06-26 01:39:55;t1=13.88;t2=14.50;v=163;milli=31300004;
id=13;time=2016-06-26 01:40:26;t1=13.81;t2=14.50;v=163;milli=31330899;
id=13;time=2016-06-26 01:40:58;t1=13.88;t2=14.50;v=163;milli=31361801;
id=13;time=2016-06-26 01:41:29;t1=13.88;t2=14.50;v=162;milli=31392696;
id=13;time=2016-06-26 01:42:00;t1=13.81;t2=14.50;v=163;milli=31423591;
id=13;time=2016-06-26 01:42:32;t1=13.88;t2=14.44;v=163;milli=31454488;
id=13;time=2016-06-26 01:43:03;t1=13.81;t2=14.44;v=162;milli=31485384;
id=13;time=2016-06-26 01:43:34;t1=13.81;t2=14.44;v=163;milli=31516279;
id=13;time=2016-06-26 01:44:06;t1=13.88;t2=14.44;v=163;milli=31547175;
id=13;time=2016-06-26 01:44:37;t1=13.81;t2=14.44;v=163;milli=31578076;
id=13;time=2016-06-26 01:45:09;t1=13.81;t2=14.38;v=162;milli=31608972;
id=13;time=2016-06-26 01:45:40;t1=13.81;t2=14.44;v=163;milli=31639867;
id=13;time=2016-06-26 01:46:11;t1=13.81;t2=14.38;v=162;milli=31670763;
id=13;time=2016-06-26 01:46:43;t1=13.81;t2=14.38;v=163;milli=31701660;
id=13;time=2016-06-26 01:47:14;t1=13.81;t2=14.38;v=163;milli=31732554;
id=13;time=2016-06-26 01:47:45;t1=13.81;t2=14.38;v=162;milli=31763450;
id=13;time=2016-06-26 01:48:17;t1=13.81;t2=14.38;v=163;milli=31794347;
id=13;time=2016-06-26 01:48:48;t1=13.81;t2=14.44;v=163;milli=31825262;
id=13;time=2016-06-26 01:49:19;t1=13.81;t2=14.44;v=163;milli=31856156;
id=13;time=2016-06-26 01:49:51;t1=13.81;t2=14.44;v=163;milli=31887053;
id=13;time=2016-06-26 01:50:22;t1=13.81;t2=14.44;v=162;milli=31917950;
id=13;time=2016-06-26 01:50:53;t1=13.81;t2=14.38;v=163;milli=31948845;
id=13;time=2016-06-26 01:51:25;t1=13.81;t2=14.38;v=162;milli=31979740;
id=13;time=2016-06-26 01:51:56;t1=13.81;t2=14.38;v=162;milli=32010637;
id=13;time=2016-06-26 01:52:27;t1=13.81;t2=14.38;v=162;milli=32041537;
id=13;time=2016-06-26 01:52:59;t1=13.81;t2=14.31;v=162;milli=32072444;
id=13;time=2016-06-26 01:53:30;t1=13.81;t2=14.31;v=162;milli=32103341;
id=13;time=2016-06-26 01:54:02;t1=13.81;t2=14.31;v=163;milli=32134236;
id=13;time=2016-06-26 01:54:33;t1=13.81;t2=14.31;v=163;milli=32165132;
id=13;time=2016-06-26 01:55:04;t1=13.81;t2=14.25;v=163;milli=32196028;
id=13;time=2016-06-26 01:55:36;t1=13.81;t2=14.31;v=162;milli=32226923;
id=13;time=2016-06-26 01:56:07;t1=13.81;t2=14.31;v=163;milli=32257825;
id=13;time=2016-06-26 01:56:38;t1=13.81;t2=14.31;v=163;milli=32288720;
id=13;time=2016-06-26 01:57:10;t1=13.81;t2=14.31;v=163;milli=32319616;
id=13;time=2016-06-26 01:57:41;t1=13.81;t2=14.25;v=162;milli=32350513;
id=13;time=2016-06-26 01:58:12;t1=13.81;t2=14.31;v=162;milli=32381407;
id=13;time=2016-06-26 01:58:44;t1=13.81;t2=14.31;v=162;milli=32412303;
id=13;time=2016-06-26 01:59:15;t1=13.81;t2=14.25;v=163;milli=32443200;
id=13;time=2016-06-26 01:59:46;t1=13.81;t2=14.25;v=163;milli=32474099;
id=13;time=2016-06-26 02:00:18;t1=13.81;t2=14.25;v=162;milli=32504994;
id=13;time=2016-06-26 02:00:49;t1=13.81;t2=14.31;v=162;milli=32535891;
id=13;time=2016-06-26 02:01:20;t1=13.81;t2=14.31;v=162;milli=32566787;
id=13;time=2016-06-26 02:01:52;t1=13.81;t2=14.31;v=162;milli=32597683;
id=13;time=2016-06-26 02:02:23;t1=13.81;t2=14.31;v=162;milli=32628578;
id=13;time=2016-06-26 02:02:54;t1=13.81;t2=14.31;v=162;milli=32659474;
id=13;time=2016-06-26 02:03:26;t1=13.81;t2=14.38;v=162;milli=32690375;
id=13;time=2016-06-26 02:03:57;t1=13.75;t2=14.38;v=162;milli=32721271;
id=13;time=2016-06-26 02:04:28;t1=13.81;t2=14.38;v=162;milli=32752166;
id=13;time=2016-06-26 02:05:00;t1=13.75;t2=14.38;v=162;milli=32783063;
